a,b,x,y,a,b,x,y
89,26,-439971412,-989260962,89,26,1904256989,609782908
89,26,586746746,1259218041,89,26,1904256989,609782908
89,30,-638980574,-492673357,89,30,1775420878,-374519779
89,32,-1009645452,889930613,89,32,-400338456,-831224288
89,32,-1009645452,889930613,89,32,-1179754627,1464798517
89,32,-1009645452,889930613,89,32,718029918,766573331
89,32,1259227225,-377872221,89,32,-400338456,-831224288
89,32,1259227225,-377872221,89,32,-1179754627,1464798517
89,32,1259227225,-377872221,89,32,718029918,766573331
89,32,-598163063,-1613579011,89,32,-400338456,-831224288
89,32,-598163063,-1613579011,89,32,-1179754627,1464798517
89,32,-598163063,-1613579011,89,32,718029918,766573331
89,34,-30497545,1104094863,89,34,1505409287,1042528284
89,34,-874704955,-360526695,89,34,1505409287,1042528284
89,36,-1096641154,-1952844209,,,,
89,38,1974368623,674215347,,,,
89,40,931667965,562318487,,,,
89,45,-1027724475,-1493092263,,,,
89,45,1109876865,1215606242,,,,
89,46,1358933445,1720724379,,,,
89,46,-931940908,908960768,,,,
89,46,1677479379,-2042151365,,,,
89,56,893778322,-93229085,,,,
89,56,-127748595,-741066720,,,,
89,62,625942563,629402246,,,,
89,66,-1519431930,-742988076,,,,
89,74,2003793801,840133860,,,,
89,76,-2035566230,-561211020,,,,
89,78,798937987,1561036081,,,,
89,79,-924379611,-385185602,,,,
,,,,89,37,-514916386,-1882452209
,,,,89,44,127589076,-791791283
,,,,89,49,822618936,-735249728
,,,,89,49,817363657,-1812557836
,,,,89,50,-1091186305,1982885630
,,,,89,52,1167268184,1773785327
,,,,89,53,-286306239,171427406
,,,,89,53,-119725691,-560615186
,,,,89,59,-807920316,969177226
,,,,89,59,987505127,-1071338956
,,,,89,59,-1718654617,-1258243012
,,,,89,60,-884502511,-1830433886
,,,,89,60,429787935,-163202731
,,,,89,61,1135523599,-1645798816
,,,,89,61,1287776898,-1408588685
,,,,89,63,1561192814,605843441
,,,,89,63,953523670,-1067305139
,,,,89,64,1657668365,1932722848
,,,,89,64,782218453,4223246
,,,,89,68,604032735,32156797
,,,,89,68,-150123454,1658443298
,,,,89,68,1276085256,2082151190
,,,,89,83,453392639,1609971897
,,,,89,83,696137336,1204874361
,,,,89,86,364837376,-10649945
89,34,-25833074,-1065034411,89,34,1505409287,1042528284
89,34,-1458832246,446682014,89,34,1505409287,1042528284
89,41,450575299,1589133317,89,41,1191018719,-1521230507
89,41,-1395280319,497485224,89,41,1191018719,-1521230507
89,43,-1234733986,1349938115,89,43,-798361155,-1927628293
89,43,-1630551146,-189723594,89,43,-798361155,-1927628293
89,47,1649868716,-650930446,89,47,-596003877,1673060365
89,47,1649868716,-650930446,89,47,-1186367245,1919118860
89,47,1649868716,-650930446,89,47,-1873490175,-1755340856
89,48,-1976555899,2051406378,89,48,674574300,1466467979
89,48,-1976555899,2051406378,89,48,813069083,-1958271087
89,48,-1976555899,2051406378,89,48,-1938269485,678388711
89,51,1810132335,238844596,89,51,1506349916,-551120572
89,51,-1421713836,1571896288,89,51,1506349916,-551120572
89,51,752809859,314299324,89,51,1506349916,-551120572
89,55,-1860437367,2002452882,89,55,-975481819,-422720737
89,57,1013009634,-1626941032,89,57,-1198340362,-1500480980
89,57,-786572930,1973461355,89,57,-1198340362,-1500480980
89,58,-1340537370,-2136351287,89,58,-2010637607,-1889909274
89,58,-1164898203,-872554629,89,58,-2010637607,-1889909274
89,58,1412470649,-1877137416,89,58,-2010637607,-1889909274
89,65,-1951935247,1501634557,89,65,-1657342409,200074076
89,65,-1951935247,1501634557,89,65,-1209710531,335329339
89,67,-1902569994,563386718,89,67,1708318475,373289364
89,67,-1902569994,563386718,89,67,-1654815776,1515803483
89,67,-385764604,600922317,89,67,1708318475,373289364
89,67,-385764604,600922317,89,67,-1654815776,1515803483
89,69,-477557713,-1152036710,89,69,1697889618,-57013571
89,70,-432498987,-50808733,89,70,-530404262,375765482
89,70,-432498987,-50808733,89,70,-1282973433,94152558
89,72,-793186286,189534568,89,72,-160887322,-40931538
89,72,-793186286,189534568,89,72,-1005618133,-909991690
89,72,-793186286,189534568,89,72,-859501584,-440017339
89,72,-536449083,718618394,89,72,-160887322,-40931538
89,72,-536449083,718618394,89,72,-1005618133,-909991690
89,72,-536449083,718618394,89,72,-859501584,-440017339
89,73,784015788,1723876297,89,73,-2144832509,-577240654
89,73,2121029584,-1454643429,89,73,-2144832509,-577240654
89,73,845813345,-1515933926,89,73,-2144832509,-577240654
89,73,-1152685192,265721716,89,73,-2144832509,-577240654
89,73,867190817,-1982237987,89,73,-2144832509,-577240654
89,75,-1145462698,-134314452,89,75,-473177030,-2084922669
89,81,1652986688,-1523342023,89,81,933320736,22283992
89,82,-660561677,1760398144,89,82,-1056089611,-2125912639
89,82,-660561677,1760398144,89,82,-1133351565,1706867045
89,82,-660561677,1760398144,89,82,-1292382178,130071210
89,82,-1291397448,-805056016,89,82,-1056089611,-2125912639
89,82,-1291397448,-805056016,89,82,-1133351565,1706867045
89,82,-1291397448,-805056016,89,82,-1292382178,130071210
89,84,1823642804,2077632112,89,84,430222068,1255760238
89,84,805135912,557920519,89,84,430222068,1255760238
89,85,-1372872522,-1060531046,89,85,248996289,-1770318923
89,87,1562000185,1892668594,89,87,-29874148,1943220450
89,89,854158662,499721588,89,89,930883217,1338386777
89,89,854158662,499721588,89,89,-700806918,-1364220896
89,89,1426724498,-1111513921,89,89,930883217,1338386777
89,89,1426724498,-1111513921,89,89,-700806918,-1364220896
89,89,1069147346,1488039141,89,89,930883217,1338386777
89,89,1069147346,1488039141,89,89,-700806918,-1364220896
89,92,223631489,1913056771,,,,
89,99,429179570,-2007721238,,,,
90,0,-1221555815,789747666,,,,
90,2,96314719,-188382559,,,,
90,6,-1272812412,-1989966763,,,,
90,6,-1921858460,-589191136,,,,
90,7,-292421775,-901352740,,,,
90,9,-1776192453,-1454454273,,,,
90,9,-629713721,-472608455,,,,
90,10,529225269,-118124840,,,,
90,10,-1916675221,-1009394914,,,,
90,12,1611716714,1310949877,,,,
90,17,1892529819,2041881831,,,,
90,17,-826665765,-667059862,,,,
90,19,-1549978540,576171001,,,,
90,26,996280642,732169723,,,,
90,28,-2102083471,-1386254353,,,,
90,28,362165700,-925162425,,,,
90,28,1920390720,-352450555,,,,
90,30,-1701648921,1784275271,,,,
90,30,-1838823539,-440966573,,,,
90,33,-99145841,-1792300923,,,,
90,33,-1140337861,-190098049,,,,
,,,,89,96,1294205279,486136051
,,,,89,96,729522335,-2129517327
,,,,90,3,-1300691488,-403392787
,,,,90,4,457033412,2090485679
,,,,90,5,2011511743,-693895429
,,,,90,5,2114928291,-15744504
,,,,90,5,124128597,251293168
,,,,90,8,-1457275285,813948106
,,,,90,20,-938062452,2142809091
,,,,90,23,764356135,-881989815
,,,,90,23,613999287,168855469
,,,,90,23,1678047982,246967373
,,,,90,24,-982394884,-353721792
,,,,90,24,-1319403940,1990599322
,,,,90,24,471309926,-334507543
,,,,90,24,1632958628,-1550798875
,,,,90,24,700232734,-1270890341
,,,,90,31,64419440,-1035968538
,,,,90,35,-149315839,2054356428
89,89,-328969530,1701148497,89,89,930883217,1338386777
89,89,-328969530,1701148497,89,89,-700806918,-1364220896
89,90,-37546746,567194414,89,90,-1361968638,360218678
89,90,-37546746,567194414,89,90,-1219919772,-54785915
89,90,-37546746,567194414,89,90,-1291576779,-1413050438
89,90,-37546746,567194414,89,90,2057557173,-1044641682
89,90,-37546746,567194414,89,90,1173541827,1924379006
89,91,1859354248,-2027885417,89,91,-1409443812,-1769772696
89,93,1928619176,-1795195602,89,93,-741652339,1159002584
89,93,-1726065875,1875673047,89,93,-741652339,1159002584
89,95,-1418137895,1578951437,89,95,1467510183,-1625264012
89,95,1718120010,853669841,89,95,1467510183,-1625264012
89,97,746297873,182628033,89,97,-734805513,589071085
89,97,209480005,-2083133655,89,97,-734805513,589071085
89,97,1334530496,-1749571578,89,97,-734805513,589071085
90,11,2076275857,-40216587,90,11,-690867204,-647389046
90,11,2076275857,-40216587,90,11,-333373209,-1869646188
90,11,2076275857,-40216587,90,11,-1775057192,-704511348
90,11,-347562508,-893191132,90,11,-690867204,-647389046
90,11,-347562508,-893191132,90,11,-333373209,-1869646188
90,11,-347562508,-893191132,90,11,-1775057192,-704511348
90,13,-1155592941,521315992,90,13,1958998088,452113186
90,14,927098680,728766431,90,14,-1917006868,1193231749
90,14,927098680,728766431,90,14,678546690,-699728463
90,14,-779711758,-450493329,90,14,-1917006868,1193231749
90,14,-779711758,-450493329,90,14,678546690,-699728463
90,14,830206480,-546180703,90,14,-1917006868,1193231749
90,14,830206480,-546180703,90,14,678546690,-699728463
90,14,-1467649239,281942472,90,14,-1917006868,1193231749
90,14,-1467649239,281942472,90,14,678546690,-699728463
90,14,1997459091,-1983062680,90,14,-1917006868,1193231749
90,14,1997459091,-1983062680,90,14,678546690,-699728463
90,16,-1503684079,10546417,90,16,-1448403175,2115121333
90,16,-1503684079,10546417,90,16,-767390332,-738439650
90,16,680135246,597994010,90,16,-1448403175,2115121333
90,16,680135246,597994010,90,16,-767390332,-738439650
90,16,-805510832,-450848520,90,16,-1448403175,2115121333
90,16,-805510832,-450848520,90,16,-767390332,-738439650
90,18,1739210764,1511338176,90,18,1530399746,-669595750
90,18,1739210764,1511338176,90,18,313495267,1409657050
90,18,1739210764,1511338176,90,18,-1474543211,187119111
90,18,-1321870750,1744630216,90,18,1530399746,-669595750
90,18,-1321870750,1744630216,90,18,313495267,1409657050
90,18,-1321870750,1744630216,90,18,-1474543211,187119111
90,21,821565448,-1580696257,90,21,126508330,-1944967957
90,21,821565448,-1580696257,90,21,-278507495,186810618
90,21,1242994497,1410355671,90,21,126508330,-1944967957
90,21,1242994497,1410355671,90,21,-278507495,186810618
90,21,-2114895794,-1286515063,90,21,126508330,-1944967957
90,21,-2114895794,-1286515063,90,21,-278507495,186810618
90,22,-446461251,1802589525,90,22,-1582943459,1989260809
90,22,1257329545,89247472,90,22,-1582943459,1989260809
90,25,-815835761,1509746518,90,25,151400207,2095794229
90,27,287186112,-1667968938,90,27,-290802939,1444622345
90,27,1996257816,-1377727131,90,27,-290802939,1444622345
90,29,-1786485155,-1710947363,90,29,1789621556,1196672492
90,34,284880788,-1630453807,90,34,1077511509,1497154746
90,34,284880788,-1630453807,90,34,-1014642214,495658080
90,41,283729944,-240772688,,,,
90,44,-1692990761,-1079529945,,,,
90,47,1346825344,896727889,,,,
90,51,868085950,-1732113741,,,,
90,53,1804311034,-580220987,,,,
90,53,761400263,-1317939830,,,,
90,60,-2015827805,149549880,,,,
90,64,2116221109,-1344167716,,,,
90,65,91637950,660994846,,,,
90,65,-1596308898,924353791,,,,
90,66,-634610410,1812657910,,,,
90,66,298807848,517164787,,,,
90,66,-1074338129,-1188857433,,,,
90,68,-635175552,-46118763,,,,
90,69,1478970808,198972601,,,,
90,74,1017303079,1351932667,,,,
90,74,-1291447803,-1736710684,,,,
90,75,1522120805,331993800,,,,
90,75,271468504,-411266433,,,,
90,75,-970175833,1360120185,,,,
90,81,288216870,325835754,,,,
90,82,-1144531791,-2119085963,,,,
90,83,933807856,-1755467781,,,,
90,83,2094519429,-2054098749,,,,
90,83,1972583217,-2108967380,,,,
90,92,1540214371,206097852,,,,
,,,,90,36,-1048915226,1657855365
,,,,90,37,674013,-526101669
,,,,90,50,-1552569928,937590239
,,,,90,50,-1026482855,-966378396
,,,,90,57,-756835739,439542247
,,,,90,61,1339823020,-1157236925
,,,,90,70,-161323239,1722336808
,,,,90,70,-1096322648,246824800
,,,,90,71,1039403628,1911688581
,,,,90,71,-2141843001,-603079180
,,,,90,71,548324322,-1169565971
,,,,90,77,544936832,-703492107
,,,,90,79,2082985117,33117463
,,,,90,80,-1172866527,1830698693
,,,,90,86,-275448874,361285549
,,,,90,86,-1226995405,-1396548141
,,,,90,90,-1087448643,-1039600069
90,38,1398152458,-141926965,90,38,1098879618,203182786
90,39,-96189351,-1824838640,90,39,-1080246306,-227295868
90,40,1826477224,-955569160,90,40,2088048348,-781766324
90,42,1158781985,-696958863,90,42,1460622125,-529164770
90,42,1158781985,-696958863,90,42,258048862,-1243237760
90,42,1158781985,-696958863,90,42,-1226605745,1356875247
90,42,1158781985,-696958863,90,42,820550689,2021775775
90,42,1158781985,-696958863,90,42,-1403191914,-1482806214
90,42,1144278023,-938116269,90,42,1460622125,-529164770
90,42,1144278023,-938116269,90,42,258048862,-1243237760
90,42,1144278023,-938116269,90,42,-1226605745,1356875247
90,42,1144278023,-938116269,90,42,820550689,2021775775
90,42,1144278023,-938116269,90,42,-1403191914,-1482806214
90,42,-2142470628,-1618410981,90,42,1460622125,-529164770
90,42,-2142470628,-1618410981,90,42,258048862,-1243237760
90,42,-2142470628,-1618410981,90,42,-1226605745,1356875247
90,42,-2142470628,-1618410981,90,42,820550689,2021775775
90,42,-2142470628,-1618410981,90,42,-1403191914,-1482806214
90,43,1191554296,1947930998,90,43,898253966,-256677225
90,43,1191554296,1947930998,90,43,541043946,356391036
90,46,1112937995,-46426105,90,46,-1725752363,-271903127
90,46,1112937995,-46426105,90,46,-1526351396,1523522830
90,48,1849575626,1016897141,90,48,-9016359,1696885752
90,48,1849575626,1016897141,90,48,-983187594,1336970079
90,48,1849575626,1016897141,90,48,-897943833,-2059774965
90,48,1032052142,-1253415989,90,48,-9016359,1696885752
90,48,1032052142,-1253415989,90,48,-983187594,1336970079
90,48,1032052142,-1253415989,90,48,-897943833,-2059774965
90,49,67818260,-625156616,90,49,-1065700510,-1758086159
90,49,67818260,-625156616,90,49,499130567,679810412
90,54,761907102,1316996838,90,54,644754247,-864048186
90,54,761907102,1316996838,90,54,1530384671,-2112406623
90,55,766100037,1889693023,90,55,-665794941,713757624
90,55,1859097506,750352781,90,55,-665794941,713757624
90,56,165931296,1285558817,90,56,1087295377,-1689125488
90,56,165931296,1285558817,90,56,-1796894623,2058344815
90,58,331758898,55827378,90,58,-1397675161,686462156
90,58,331758898,55827378,90,58,-1485140034,-186067711
90,58,-1821962485,-355882520,90,58,-1397675161,686462156
90,58,-1821962485,-355882520,90,58,-1485140034,-186067711
90,58,-1255205538,1983159433,90,58,-1397675161,686462156
90,58,-1255205538,1983159433,90,58,-1485140034,-186067711
90,59,1553417020,-1637539368,90,59,-1681432576,156005786
90,59,237583935,-582254347,90,59,-1681432576,156005786
90,59,-2036626223,1468617484,90,59,-1681432576,156005786
90,63,280758983,-1904226235,90,63,1075389538,-64974295
90,67,1610561941,1036249162,90,67,-1145335655,1362688355
90,73,1472323648,-503241259,90,73,-966024441,-1278454805
90,84,-1509613367,437986695,90,84,-66601760,-669517523
90,84,1246665410,806034583,90,84,-66601760,-669517523
90,87,1742935143,1879067314,90,87,-1131243850,137864958
90,87,1742935143,1879067314,90,87,-857834501,-90598936
90,87,466315607,1192891723,90,87,-1131243850,137864958
90,87,466315607,1192891723,90,87,-857834501,-90598936
90,88,1015611719,304983513,90,88,1883128098,2110806333
90,91,-1731309548,606212254,90,91,-1601962874,-1958853439
90,91,-779755513,147700783,90,91,-1601962874,-1958853439
90,92,-1923389773,293445359,,,,
90,92,1015840394,1335751500,,,,
90,92,723351485,611214457,,,,
90,92,1332968154,-907985685,,,,
90,92,-942597367,1459860997,,,,
90,95,600275186,-513013467,,,,
90,95,485866204,-2106173960,,,,
90,95,961943841,-697027326,,,,
90,95,306468208,29394140,,,,
90,95,-255959476,1243975694,,,,
90,95,-718887835,-2075945497,,,,
90,96,482304062,195471005,,,,
90,99,-1157567204,-374366802,,,,
91,0,570112436,34820027,,,,
91,3,672920051,-1934264031,,,,
91,4,-1049337038,-1297757880,,,,
91,7,290277310,686182402,,,,
91,11,-1583982306,1284456572,,,,
91,13,1391703132,1035539803,,,,
91,15,-167926046,-816617694,,,,
91,15,156871058,-96781595,,,,
91,17,48798975,1460542735,,,,
91,17,-758459496,-991394072,,,,
91,19,-1270288437,-1041014766,,,,
91,25,1542302164,1036706396,,,,
91,25,-19082894,486349399,,,,
91,25,1152026608,1133705024,,,,
91,28,-353436809,656082577,,,,
91,38,708798315,784635566,,,,
91,38,-459736925,-1969022638,,,,
91,39,763385912,1750730171,,,,
91,39,-2118113063,1082567081,,,,
,,,,90,93,312635104,172655811
,,,,90,93,2068498143,266202077
,,,,90,98,-75207115,-1737055934
,,,,91,1,-675706685,-1096570851
,,,,91,1,-175213758,1555275021
,,,,91,14,620855264,-1514087826
,,,,91,18,-1045007035,1719695270
,,,,91,20,1760815799,2129178330
,,,,91,31,2087912346,-998806794
,,,,91,41,349802009,-386353531
,,,,91,41,-1577896163,105088048
,,,,91,41,1539748510,213481364
,,,,91,44,955609517,-1447260257
,,,,91,44,-541831690,-298465288
,,,,91,44,563271898,-284454360
,,,,91,44,1280830292,-502990970
90,94,-36378366,-1570220204,90,94,-1110037961,-1245604382
90,97,2146386546,1293485953,90,97,-486778435,-1470068467
91,2,1390439954,-189518081,91,2,-1302375309,-451019142
91,2,1390439954,-189518081,91,2,1695136498,-2137251307
91,2,1390439954,-189518081,91,2,828424249,1685987320
91,5,778029543,-247625822,91,5,906184507,598588950
91,5,778029543,-247625822,91,5,714845236,751722368
91,6,-462054242,979727030,91,6,-1518959516,-1511047032
91,8,854557055,-1867323799,91,8,-1982063028,-1121858875
91,8,854557055,-1867323799,91,8,1057279972,-1211346835
91,8,854557055,-1867323799,91,8,1505616903,-928322383
91,8,854557055,-1867323799,91,8,1320863472,716591233
91,8,854557055,-1867323799,91,8,-864192438,1657655341
91,12,468689269,471607653,91,12,-1819741924,-1263122120
91,12,-134902239,1268051009,91,12,-1819741924,-1263122120
91,12,2115455438,1756677838,91,12,-1819741924,-1263122120
91,16,-1554242151,1156954968,91,16,365674945,2042327719
91,16,-1554242151,1156954968,91,16,886378225,-1809182980
91,16,-1554242151,1156954968,91,16,-584245400,635839478
91,22,-538188264,-315291704,91,22,2136160697,2020512469
91,22,-1588990886,-501480332,91,22,2136160697,2020512469
91,23,1752947547,-471348489,91,23,2010270564,-1139772364
91,23,1752947547,-471348489,91,23,-1552119433,726833081
91,23,1752947547,-471348489,91,23,121808069,30962193
91,24,1196990575,-2098142708,91,24,-354765778,-668356160
91,24,1196990575,-2098142708,91,24,-755796280,-2003294508
91,26,425142502,1067557178,91,26,1099689367,-2047967491
91,29,592662989,1952900574,91,29,-609004244,-78265643
91,29,592662989,1952900574,91,29,-781186030,280160272
91,29,-285113687,423507888,91,29,-609004244,-78265643
91,29,-285113687,423507888,91,29,-781186030,280160272
91,29,1791145576,-2124667837,91,29,-609004244,-78265643
91,29,1791145576,-2124667837,91,29,-781186030,280160272
91,29,1893606556,697057402,91,29,-609004244,-78265643
91,29,1893606556,697057402,91,29,-781186030,280160272
91,32,1593091777,290885760,91,32,-1940723399,-1584993469
91,32,1593091777,290885760,91,32,-1356281295,-757615803
91,32,435256734,382728513,91,32,-1940723399,-1584993469
91,32,435256734,382728513,91,32,-1356281295,-757615803
91,33,-703078124,-2059314961,91,33,-898787468,1461689038
91,35,1775197001,2090764891,91,35,730340239,389788580
91,35,1775197001,2090764891,91,35,-1007711705,-1336078176
91,36,-1530159275,-953404938,91,36,1101474046,165083043
91,37,-1968930548,-295355023,91,37,631491780,-1386161620
91,37,189271038,1687493393,91,37,631491780,-1386161620
91,40,1456134404,741001697,91,40,-1563308540,1687605053
91,40,1456134404,741001697,91,40,-986415032,-846705912
91,42,1290574509,1736542804,91,42,-1058690501,1541245487
91,42,1290574509,1736542804,91,42,1769528797,639497314
91,42,1290574509,1736542804,91,42,-1658498058,-2095006534
91,42,1290574509,1736542804,91,42,303858222,1120300999
91,45,1111141307,-1035116545,91,45,1628966560,-1828545395
91,47,338572778,1162335028,,,,
91,47,-1887799124,1923894869,,,,
91,47,-2138059863,-1575342447,,,,
91,47,-1849761659,287189502,,,,
91,47,241127882,-911825400,,,,
91,52,13496323,-151093693,,,,
91,52,1012070619,-2136950352,,,,
91,58,194570660,-860728177,,,,
91,58,-226887835,999287721,,,,
91,59,-1711579554,2054173014,,,,
91,59,-1263223459,565310968,,,,
91,59,926420018,1462444931,,,,
91,61,1067748177,1198674787,,,,
91,61,1787654822,-228207819,,,,
91,72,1287820987,727872953,,,,
91,72,609095722,1588853356,,,,
91,74,-618208529,878803080,,,,
91,74,-453198580,1830783582,,,,
91,74,1248704649,1827325913,,,,
91,75,-255505884,-1402402686,,,,
91,83,791743275,1292420055,,,,
91,92,-284631331,672099377,,,,
91,93,1020271705,389216900,,,,
91,97,1178509859,1191525663,,,,
,,,,91,50,-1675568600,1007772164
,,,,91,50,-822973019,399737998
,,,,91,51,705228674,1487871344
,,,,91,53,-446916810,918556447
,,,,91,55,-1598719199,-2053500781
,,,,91,55,714732903,638484031
,,,,91,57,1631361744,566290318
,,,,91,57,-74024348,376684527
,,,,91,57,1551513174,-21476577
,,,,91,60,1995328251,986478090
,,,,91,60,1237671374,14538736
,,,,91,87,47987191,-273019128
,,,,91,87,1587270973,412005419
,,,,91,90,-998004112,-667745279
,,,,91,91,-962641474,747128878
,,,,91,94,694325246,-1434148825
,,,,91,94,881894668,833879989
91,45,-1389823386,-1168352940,91,45,1628966560,-1828545395
91,45,-1690368225,1703539744,91,45,1628966560,-1828545395
91,46,-183615398,-1208723531,91,46,-544351888,1353454925
91,48,374325850,1367296210,91,48,-1828063350,-1161252748
91,48,1815602419,-294778634,91,48,-1828063350,-1161252748
91,49,-1361542,2028945776,91,49,1095267934,-1017632888
91,49,-1361542,2028945776,91,49,-591654518,1957223803
91,54,-554555258,-932594441,91,54,232868011,1713969414
91,54,-554555258,-932594441,91,54,-1910214218,258933046
91,54,-554555258,-932594441,91,54,815130404,-688892356
91,56,-66112832,1455129059,91,56,273296431,1264348598
91,63,1300568643,379000131,91,63,827572401,-410302166
91,64,2005428744,-1112461655,91,64,1480534801,-430944677
91,66,517634474,-1458169544,91,66,-284317341,-853023158
91,66,1453123069,-964567777,91,66,-284317341,-853023158
91,67,-1669376495,-2018371604,91,67,-680581166,1137816231
91,67,-1669376495,-2018371604,91,67,1763874608,-1909537844
91,68,1914738328,2140589203,91,68,-1350367993,-1739594401
91,68,1914738328,2140589203,91,68,-1142622316,-1625677556
91,68,-1351229176,2081148180,91,68,-1350367993,-1739594401
91,68,-1351229176,2081148180,91,68,-1142622316,-1625677556
91,70,-503726194,-187835977,91,70,1671756711,125452730
91,70,-503726194,-187835977,91,70,-1813660519,647572928
91,70,1307388095,-625700766,91,70,1671756711,125452730
91,70,1307388095,-625700766,91,70,-1813660519,647572928
91,70,-1472841184,-1135578188,91,70,1671756711,125452730
91,70,-1472841184,-1135578188,91,70,-1813660519,647572928
91,70,644934559,-1198119438,91,70,1671756711,125452730
91,70,644934559,-1198119438,91,70,-1813660519,647572928
91,71,-1374344792,1353751228,91,71,-2067145793,-455434593
91,76,1374788478,478804032,91,76,742298156,1263819254
91,76,1907036918,-318743663,91,76,742298156,1263819254
91,77,-1699491633,1124350167,91,77,-125921797,-1428646161
91,78,-1665679461,-60667317,91,78,-287695149,-1109649024
91,79,950929117,-747839865,91,79,-1542307898,1824644196
91,80,-337421290,860482436,91,80,219194859,1069745581
91,82,-645177005,-638917716,91,82,221277072,463852272
91,82,386879468,-361398225,91,82,221277072,463852272
91,84,-1757788440,102348262,91,84,-1301865217,1713442659
91,84,-1757788440,102348262,91,84,-1205013310,751332440
91,84,395180637,1945112153,91,84,-1301865217,1713442659
91,84,395180637,1945112153,91,84,-1205013310,751332440
91,84,-1686521523,-2099303075,91,84,-1301865217,1713442659
91,84,-1686521523,-2099303075,91,84,-1205013310,751332440
91,85,842623377,-1167956846,91,85,-140531605,407036883
91,85,842623377,-1167956846,91,85,1919496479,404207013
91,85,-1575513326,-1024769380,91,85,-140531605,407036883
91,85,-1575513326,-1024769380,91,85,1919496479,404207013
91,85,-1163501993,1553615534,91,85,-140531605,407036883
91,85,-1163501993,1553615534,91,85,1919496479,404207013
91,85,-1381125428,2069798187,91,85,-140531605,407036883
91,85,-1381125428,2069798187,91,85,1919496479,404207013
91,86,-334657689,949917055,91,86,-1909285423,80719213
91,88,-292680855,1355084443,91,88,1799329624,-863296264
91,88,-292680855,1355084443,91,88,1545398138,1957316726
91,88,-292680855,1355084443,91,88,589469892,399502234
91,89,1047106661,1771981743,91,89,-592173812,-1829141013
91,89,1044932721,968175736,91,89,-592173812,-1829141013
91,98,-985029874,36584810,91,98,-258494161,-892747524
92,2,1443439571,-509332854,,,,
92,2,1755969172,1533666839,,,,
92,19,-358613615,-1389512687,,,,
92,29,1172218849,200841709,,,,
92,30,-1568048495,991703933,,,,
92,41,267370881,-387156593,,,,
92,46,1654479864,33931011,,,,
92,46,1458656945,625301505,,,,
,,,,91,99,439627702,2132505310
,,,,92,5,-25855188,1595715392
,,,,92,7,-1471451590,986880240
,,,,92,9,-1878615117,828817998
,,,,92,9,-1184067668,1646958743
,,,,92,10,1929099962,-1825641645
,,,,92,12,1661190330,644619317
,,,,92,17,2126885965,-301510341
,,,,92,20,339763339,-559473509
,,,,92,23,207688992,1715068419
,,,,92,25,-1957736523,-616782072
,,,,92,26,86407470,299881851
,,,,92,26,-1997501844,-57954319
,,,,92,27,-1630749281,1932124827
,,,,92,27,717078007,-173090595
,,,,92,28,-2057825178,-23808585
,,,,92,33,69722308,-1299293128
,,,,92,33,-1995278510,185214242
,,,,92,33,-539174135,1322142541
,,,,92,34,-675646961,1784457114
,,,,92,37,-1824603896,858408600
,,,,92,39,2027574207,380522690
,,,,92,42,1199020623,-1920421732
91,98,-985029874,36584810,91,98,-630287994,899366935
91,98,-497679492,1358351548,91,98,-258494161,-892747524
91,98,-497679492,1358351548,91,98,-630287994,899366935
91,98,-1315287463,-1781995298,91,98,-258494161,-892747524
91,98,-1315287463,-1781995298,91,98,-630287994,899366935
92,0,1398535917,-1722496711,92,0,103855452,-615205886
92,1,-1190496426,-492602175,92,1,-256307195,566369775
92,1,1230064624,-1137342854,92,1,-256307195,566369775
92,3,-2112086504,1562812923,92,3,1159581982,-1084225617
92,3,-2112086504,1562812923,92,3,600280554,-2035193061
92,3,-2112086504,1562812923,92,3,1487073491,882705234
92,3,-2112086504,1562812923,92,3,813754916,191933116
92,3,-2112086504,1562812923,92,3,-803134784,742585169
92,3,-1285878184,-172468610,92,3,1159581982,-1084225617
92,3,-1285878184,-172468610,92,3,600280554,-2035193061
92,3,-1285878184,-172468610,92,3,1487073491,882705234
92,3,-1285878184,-172468610,92,3,813754916,191933116
92,3,-1285878184,-172468610,92,3,-803134784,742585169
92,3,-438063936,1663493597,92,3,1159581982,-1084225617
92,3,-438063936,1663493597,92,3,600280554,-2035193061
92,3,-438063936,1663493597,92,3,1487073491,882705234
92,3,-438063936,1663493597,92,3,813754916,191933116
92,3,-438063936,1663493597,92,3,-803134784,742585169
92,6,1519001613,285786675,92,6,-5462155,-242936629
92,8,-1720160803,-531715056,92,8,520542408,-620443133
92,8,-1720160803,-531715056,92,8,-185509342,-125517491
92,8,-1720160803,-531715056,92,8,-1723785132,-636676559
92,11,-1897966682,-255091220,92,11,-988033040,1762433485
92,11,-1897966682,-255091220,92,11,-142137237,-1144460116
92,11,1403324952,-929463630,92,11,-988033040,1762433485
92,11,1403324952,-929463630,92,11,-142137237,-1144460116
92,11,-103796223,1303626633,92,11,-988033040,1762433485
92,11,-103796223,1303626633,92,11,-142137237,-1144460116
92,13,718444221,1149888008,92,13,-540375068,921909089
92,13,718444221,1149888008,92,13,657124230,1770623220
92,14,446659003,-656453748,92,14,-1346460446,-919619570
92,14,446659003,-656453748,92,14,2075130604,-1943182335
92,14,446659003,-656453748,92,14,119849570,1330712534
92,14,868147389,1124771924,92,14,-1346460446,-919619570
92,14,868147389,1124771924,92,14,2075130604,-1943182335
